geno	Omi32_e_2_1	Omi32_e_2_2	Omi32_e_2_3	Omi32_e_2_4	Omi32_e_3_1	Omi32_e_3_2	Omi32_e_3_3	Omi32_e_3_4	Omi32_e_4_1	Omi32_e_4_2	Omi32_e_4_3	Omi32_e_4_4	Omi32_e_5_1	Omi32_e_5_2	Omi32_e_5_3	Omi32_e_5_4	Omi32_e_6_1	Omi32_e_6_2	Omi32_e_6_3	Omi32_e_6_4	Omi32_e_7_1	Omi32_e_7_2	Omi32_e_7_3	Omi32_e_7_4	Omi32_e_8_1	Omi32_e_8_2	Omi32_e_8_3	Omi32_e_8_4	Omi32_e_F_1	Omi32_e_F_2	Omi32_e_F_3	Omi32_e_F_4	Omi32_e_F_5	Omi32_e_F_6	Omi32_e_F_7	Omi32_e_F_8	Omi32_f_2_1	Omi32_f_2_2	Omi32_f_2_3	Omi32_f_2_4	Omi32_f_3_1	Omi32_f_3_2	Omi32_f_3_3	Omi32_f_3_4	Omi32_f_4_1	Omi32_f_4_2	Omi32_f_4_3	Omi32_f_4_4	Omi32_f_5_1	Omi32_f_5_2	Omi32_f_5_3	Omi32_f_5_4	Omi32_f_6_1	Omi32_f_6_2	Omi32_f_6_3	Omi32_f_6_4	Omi32_f_7_1	Omi32_f_7_2	Omi32_f_7_3	Omi32_f_7_4	Omi32_f_8_1	Omi32_f_8_2	Omi32_f_8_3	Omi32_f_8_4	Omi32_f_F_1	Omi32_f_F_2	Omi32_f_F_3	Omi32_f_F_4	Omi32_f_F_5	Omi32_f_F_6	Omi32_f_F_7	Omi32_f_F_8
1110110001010	0	874	1341	2793	0	236	1851	1827	9	1012	4682	112	4	34	1284	1156	2848	1169	140	2	3625	701	413	0	4990	431	1	0	1	5	0	196	1462	3781	628	0	0	1	2996	1848	1	1	3239	1599	0	238	2701	239	3	6	2629	1	3561	161	92	0	7826	639	6	0	5888	102	439	0	150	0	89	6	39	1232	2609	133
1110110001011	0	0	179	938	0	0	938	689	3	3	315	209	2	1	1190	400	488	0	0	0	929	1049	0	0	2031	452	0	0	1	0	0	0	257	779	418	0	0	104	1823	662	0	223	1069	200	0	1	1049	2	1	346	721	582	1921	446	0	0	1793	236	0	0	3539	1	1	0	2	272	20	1	89	719	1371	0
1110110001100	0	232	2749	2497	0	1	1111	3009	4	3	589	452	3	1	514	3951	159	528	638	2	1922	1285	1	0	4383	398	0	0	0	1	2	0	1125	1939	500	2	0	188	3351	1018	0	0	3483	1675	0	260	880	4023	2	1	1	3158	708	1150	310	0	2181	849	318	0	3349	435	86	0	0	0	115	188	3	2478	2444	0
1110110001101	0	1	518	826	0	1	244	865	0	0	342	1	0	0	0	2	2	4	267	0	235	148	0	0	658	0	0	0	1	0	0	0	372	575	91	0	0	102	219	95	0	0	301	151	0	0	0	740	0	1	0	725	1	0	0	0	622	0	0	0	703	0	0	0	0	0	20	0	0	165	298	0
1110110001110	3	498	4138	3260	0	2	2591	5528	11	10	1725	4261	5	4	681	5447	10	1040	4637	1	3320	1831	168	0	3835	795	3	0	2	2	3	467	2036	4177	1502	250	1	154	4565	3667	1	3	3351	1700	0	2	1327	5586	0	32	668	5488	3146	3604	2	0	4210	609	3	0	8061	262	1106	0	1	0	46	44	22	2922	3161	18
1110110001111	1	1057	2019	3632	1	348	849	2182	5	342	170	2641	14	6	598	2584	8	1560	1479	3	1945	1479	1	0	2657	156	2	0	188	2	64	0	1042	4104	677	0	0	1	2607	879	0	101	1887	1334	0	1	637	5046	0	5	188	3757	801	1705	4	0	1839	265	191	0	2987	0	0	0	1	0	78	0	198	662	2032	46
1110110010000	5	1	2040	876	0	0	1425	347	2	385	572	3	2	891	4	319	1616	3	0	0	1343	328	942	0	2952	405	1	0	3	0	1	318	726	1238	544	0	0	3	901	1432	0	2	1575	405	0	3	2055	493	2	449	1168	2	2525	1091	3	1	912	545	1	0	3946	205	1	0	0	0	113	63	71	367	1759	0
1110110010001	0	188	987	1290	0	2	776	219	2	359	923	0	2	1	704	337	787	317	0	2	568	366	364	0	1750	1	0	0	0	0	3	0	110	952	0	0	0	1	573	1070	0	0	985	333	0	2	871	5	2	638	1556	0	566	0	0	0	1402	347	0	0	1559	89	275	0	0	0	28	0	3	410	921	0
1110110010010	0	0	816	316	0	0	223	143	0	291	0	0	0	0	68	221	0	591	0	0	211	0	0	0	194	157	0	0	0	0	0	0	0	589	0	0	0	0	133	297	0	0	64	3	0	0	488	0	0	0	259	0	416	628	0	0	195	1	1	0	473	0	0	0	0	0	48	0	1	304	26	0
1110110010011	0	1	0	2	0	0	458	0	0	0	7	0	0	0	88	254	279	0	0	0	0	238	0	0	194	52	0	0	0	0	0	0	36	26	33	0	0	0	1	115	0	0	0	0	0	0	285	0	0	2	244	0	1	0	0	0	433	0	0	0	387	0	0	0	0	0	0	0	0	7	140	52
1110110010100	4	1291	7631	7477	1	169	2782	9991	23	973	1726	5472	17	2	2834	5716	746	3382	2953	2	5874	3333	1	0	12114	2637	10	0	3	0	372	378	1549	5817	2301	332	1	679	8079	4834	0	1204	4739	4920	1	8	2410	10339	2	11	1352	4947	4724	2150	2	1	9349	1413	535	0	9983	1122	209	0	1	1	303	113	62	3154	5795	101
1110110010101	2	1756	6067	8069	5	488	2068	14510	25	7	544	6436	6	877	2123	6206	825	2854	2880	3	4251	2650	496	0	11151	1789	201	0	3	0	4	75	1323	7202	1752	2	0	237	7888	4535	1	368	5915	3708	0	7	777	15209	3	5	1827	8259	3880	3498	3	0	9117	631	245	0	12007	350	409	0	0	1	280	438	80	3178	7074	107
1110110010110	0	0	0	692	0	1	1	129	1	0	0	0	0	1100	1	0	0	4	315	0	608	2	0	0	373	0	0	0	0	0	0	200	1	66	227	0	0	0	356	452	0	0	554	759	0	0	299	1424	0	1	1	782	0	0	0	0	622	261	0	0	602	0	0	0	0	0	40	0	0	31	272	0
1110110010111	0	1	1111	2059	0	299	488	1765	0	0	413	453	4	1	1	225	368	403	571	1	1169	975	189	0	907	0	0	0	0	0	1	0	94	1466	345	2	0	133	1325	1061	0	1	1575	878	0	0	193	2916	2	1	571	1061	940	1118	0	0	1980	258	9	0	1366	1	287	0	0	0	98	1	59	487	1508	0
1110110011000	0	0	636	1588	0	272	96	0	3	920	1217	0	3	294	284	3	257	266	1	0	676	575	0	0	1880	241	5	0	0	0	0	0	538	1438	41	0	0	2	490	169	0	0	1543	596	0	410	1006	391	0	1033	851	104	1103	2	4	0	1119	223	0	0	1126	335	0	0	0	0	25	5	67	773	1036	0
1110110011001	0	182	1192	2275	0	0	651	574	0	1543	892	566	0	1753	1	232	1723	314	197	1	924	302	212	0	2243	96	0	0	1	2	1	1	620	1661	672	0	0	86	1225	721	0	1	1067	241	0	120	1366	720	1	1631	971	5	525	1	0	0	2100	385	3	0	2414	650	138	0	0	0	25	77	0	368	1357	0
1110110011010	0	51	2433	3280	817	891	2431	1899	3	870	906	383	3	330	2276	680	458	694	2	4	1649	623	375	0	2558	136	2	0	1	384	1	96	1040	2350	449	0	0	7	2085	1807	1	404	3513	1156	0	1402	2805	424	1	3266	3392	7	4555	1073	1	0	4834	253	279	0	4181	330	0	0	0	0	85	0	2	2014	2513	64
1110110011011	0	436	1538	1829	0	0	1138	1243	3	1648	1467	492	2	823	313	5	526	1	2	0	803	1	0	0	3183	47	2	0	1	0	36	0	590	508	261	0	0	1	1222	505	1	2	926	998	0	656	2248	0	1	1887	1356	564	2117	1	0	0	3345	1	0	0	4454	0	114	0	0	0	82	0	2	698	1704	0
1110110011100	1	709	4253	3341	0	838	854	3347	6	380	766	3212	2	271	3081	754	242	1819	850	1	2249	1313	184	0	4476	307	3	0	1	0	2	1	1486	2651	1009	4	0	583	2782	1946	0	3	2918	2027	0	400	1186	5681	3	16	2871	1077	3273	531	0	0	4300	1228	12	0	4253	205	3	0	0	0	94	49	210	1865	3571	126
1110110011101	0	4	1241	2539	0	242	250	1901	11	557	0	1917	2	0	416	1193	4	1880	964	2	1742	539	1	0	3744	405	395	0	0	141	174	58	652	2785	714	1	0	163	2517	1837	0	2	2259	1155	0	4	942	1444	0	4	1378	397	1845	366	4	0	3153	503	3	0	4713	422	0	0	0	0	106	2	4	861	2710	0
1110110011110	0	177	238	1122	1	140	420	894	0	1	967	289	0	1	865	425	367	371	308	0	602	268	0	0	1092	119	0	0	2	0	1	0	376	1162	123	0	0	0	1104	578	0	1	601	466	0	0	434	1057	0	0	226	1148	653	424	0	0	1079	86	1	0	1539	0	65	0	0	0	55	82	0	550	879	0
1110110011111	0	1	1209	518	0	146	102	1004	5	0	0	320	2	0	510	2	203	1161	0	0	2	927	0	0	670	0	35	0	0	0	64	0	102	320	1	1	1	0	713	278	0	128	205	628	0	1	222	869	0	0	228	626	1418	0	0	0	1055	0	366	0	1650	0	1	0	0	2	0	0	22	56	718	0
1110110100000	1	1111	124	1396	0	0	774	1829	0	2	1993	1	1	824	542	157	1517	482	318	0	2074	441	0	0	2597	406	0	0	2	0	1	0	193	1113	46	182	0	174	935	1367	0	352	1365	379	0	101	3457	1	2	769	1193	3	1681	274	1	0	2539	0	0	0	2288	170	476	0	0	0	93	1	2	532	1369	0
1110110100001	1	177	1709	4561	472	223	1477	3687	5	1476	2907	2	5	1273	3341	478	2952	2769	635	1	3006	1666	1	0	5111	1395	0	0	1	248	70	137	536	2762	1006	0	0	131	2507	2815	0	283	2537	3188	0	93	3767	1587	2	601	4091	3	5011	1016	2	0	5323	256	9	0	6503	457	272	0	0	0	61	111	41	2014	3495	47
1110110100010	0	0	0	2	0	0	308	0	0	0	0	0	1	661	0	0	0	0	1	0	164	0	321	0	138	65	0	0	0	0	0	0	0	37	0	1	0	0	143	145	0	0	162	270	0	211	0	0	0	0	0	0	0	427	0	0	0	90	0	0	271	0	0	0	0	0	0	0	116	97	142	44
1110110100011	2	116	2374	2703	0	73	2110	1168	5	765	1011	382	7	803	1496	765	2368	390	89	2	2662	1261	195	0	2423	919	329	0	0	2	2	0	1015	2992	604	1	0	6	3423	3213	0	2	2811	1806	1	121	5003	393	2	808	4495	2	5162	914	0	0	4096	639	122	0	4630	170	0	0	0	0	83	134	3	1278	3487	85
1110110100100	0	152	795	2008	0	1	501	2237	1	210	342	497	1	0	54	295	3	3	432	0	864	344	0	0	1537	273	588	0	2	0	120	1	466	1205	175	0	0	0	2192	774	0	1	972	850	0	0	442	3006	0	1	1	0	149	0	2	0	1577	508	4	0	2470	352	0	0	0	0	12	2	4	284	1387	0
1110110100101	0	321	2162	1979	1	675	169	1861	7	0	1886	1829	0	1	218	2776	4	956	1065	1	784	1686	370	0	2293	486	2	0	1	0	1	120	1176	2588	1063	0	0	1	1615	1597	0	1	1515	1613	0	1	154	3328	1	17	644	808	131	446	210	0	2521	928	538	0	2662	574	271	0	0	0	84	203	145	990	1797	21
1110110100110	4	481	3231	4076	1	13	1803	6408	21	597	516	3237	9	662	1458	3416	97	1965	628	3	2352	895	1	0	5179	1504	12	0	300	0	2	19	486	3659	1634	3	0	329	5581	2944	0	509	3878	3453	0	7	1157	7013	1	1	763	6375	2702	3187	9	1	5145	109	16	0	5616	298	0	0	164	0	64	87	109	2003	4743	0
1110110100111	0	524	1500	3073	0	3	736	3097	4	1	460	1566	4	0	150	1871	3	576	718	0	462	824	1	0	2079	384	1	0	0	1	0	58	2	1488	339	1	0	3	1406	1651	0	0	912	833	0	0	651	3486	4	0	126	401	4	1874	1	1	2415	626	8	0	2559	578	0	0	0	0	75	0	2	691	1721	35
1110110101000	0	194	2330	1491	2	257	1271	1324	1	0	883	0	683	887	1147	604	1388	1000	277	1	1490	489	0	0	3108	506	2	0	1	0	0	0	596	1875	308	1	0	110	925	1484	0	37	1849	1105	0	218	2314	1	0	653	1135	4	1217	431	0	0	1872	218	484	0	2043	85	497	0	0	0	6	0	8	756	1757	165
1110110101001	1	2	622	457	1	3	1006	675	3	3	1272	1	7	346	395	4	78	319	147	1	1312	106	0	0	1682	0	4	0	0	0	1	1	334	961	564	0	0	198	1139	1324	1	1	844	391	0	277	489	0	0	511	654	4	1234	1	0	1	417	49	0	0	2014	1	106	0	0	0	62	1	13	352	1338	0
1110110101010	0	112	256	398	0	0	51	442	0	0	157	1	0	637	0	431	0	0	0	0	207	0	0	0	107	0	0	0	0	0	1	0	199	501	319	0	0	177	366	244	0	1	484	37	0	0	330	1	0	0	739	0	466	0	1	0	412	0	0	0	894	0	0	0	0	0	0	0	0	192	363	0
1110110101011	0	751	1189	1726	2	225	912	2138	8	1135	1378	1	6	1	368	204	1567	857	1	1	253	1157	0	0	2234	3	0	0	3	0	0	0	311	1354	177	0	1	3	2589	604	0	887	1723	1758	0	390	2732	341	2	1262	1922	1	3325	0	1	0	2422	321	4	0	2549	558	0	0	0	0	67	51	35	1002	1993	0
1110110101100	1	3	2783	1711	1	0	1659	3120	2	573	2131	2038	2	350	579	4149	284	324	1057	0	1168	531	1	0	4376	298	0	0	2	0	106	0	1010	3852	1077	420	0	4	2120	1519	0	0	1482	1660	0	4	1055	5043	0	2	286	2066	1923	2009	1	0	2154	4	2	0	2590	101	461	0	2	0	0	0	44	1117	2080	88
1110110101101	0	154	4285	7804	2	369	1626	5114	17	13	1209	3738	15	325	994	5242	240	2590	2853	4	3249	1949	484	0	6040	1687	5	0	222	3	2	357	930	4831	1316	95	0	110	4684	2468	2	2	2455	3118	0	5	1526	7352	0	996	133	5560	4156	2235	457	0	7440	1	587	0	3560	749	0	0	1	0	104	2	186	1493	4710	0
1110110101110	1	189	824	1048	0	2	294	1049	1	278	0	299	1	1	4	525	91	568	144	0	1214	622	0	0	2237	0	0	0	0	0	2	0	350	654	382	1	0	1	843	126	1	0	765	565	0	0	160	1878	1	0	731	1718	87	0	1	0	188	0	2	0	1492	1	75	0	0	134	0	0	2	184	748	28
1110110101111	1	330	2274	2684	0	1	396	962	0	0	532	2319	7	698	2	2215	259	842	824	1	1307	943	331	0	3238	0	0	0	0	0	1	0	100	1444	521	0	0	411	642	1078	1	242	1031	1065	0	0	468	2046	0	395	436	781	637	1022	2	0	1818	330	0	0	2057	0	0	0	1	0	26	452	1	730	1893	48
1110110110000	0	1	466	828	1	2	376	473	2	3	6	218	1	963	416	164	281	2	2	1	1	55	345	0	515	359	1	0	0	192	3	0	511	685	278	1	0	2	592	475	0	1	623	494	0	1379	2158	0	894	974	620	1	87	6	0	0	893	1	0	0	1252	0	0	0	0	0	0	56	10	560	750	48
1110110110001	1	0	729	1654	0	842	985	569	4	522	808	930	6	1267	1527	107	1375	1025	0	1	661	268	1	0	1553	3	0	0	1	0	0	0	164	627	546	1	1	270	1793	614	1	1	1040	550	0	969	1304	197	1291	717	407	2	4261	398	0	0	3444	0	1	0	2202	209	0	0	1	0	19	84	99	328	1543	0
1110110110010	0	1	355	1236	0	122	587	251	1	4	931	0	1	1053	304	333	979	1	343	1	1139	1001	1	0	559	0	0	0	1	0	1	0	659	630	335	0	0	3	810	1448	0	0	702	806	0	1210	598	0	1	1357	91	2	1456	336	0	0	1145	3	4	0	889	2	0	0	0	0	18	1	1	418	856	30
1110110110011	2	1	327	1149	0	389	491	987	1	267	602	2	0	1	1	681	90	182	243	0	746	0	2	0	830	170	0	0	0	0	0	0	0	484	260	0	0	0	822	492	0	288	558	214	0	0	244	1	1	798	348	0	997	0	0	0	1755	0	2	0	1091	0	0	0	0	0	13	219	153	95	612	0
1110110110100	1	3	864	1408	1	0	0	1361	1	0	351	809	0	0	274	1702	115	396	0	0	1063	321	1	0	681	2	0	0	63	0	176	0	192	736	361	11	0	2	1077	985	0	0	663	871	0	2	132	2003	0	1	1515	1009	150	5	0	0	1154	80	0	0	900	177	0	0	0	0	20	0	0	524	674	0
1110110110101	0	0	3342	2435	2	247	383	2440	4	2	336	2310	1	699	1096	1127	4	1231	209	1	1725	971	349	0	2883	1	1	0	0	128	0	0	245	2613	439	190	0	308	2750	2474	0	2	1767	2107	0	1	45	4191	4	2	145	2348	1148	1613	1	0	4252	2	10	0	4529	540	0	0	0	0	74	1	149	1067	2125	13
1110110110110	4	769	1603	4564	6	1477	775	5919	13	6	196	2602	8	2	1036	2069	298	1914	242	2	2575	1277	1	0	4061	495	0	0	162	2	159	1	266	3218	1059	0	1	5	4726	3153	0	235	2133	2139	1	1150	1108	5044	3	10	1546	5691	4292	623	6	1	6246	725	288	0	6506	327	1	0	144	1	50	1	28	1217	3076	56
1110110110111	4	12	2009	5175	1	411	80	3941	9	4	1322	2057	5	2	1060	1912	287	2042	2191	3	700	904	2	0	6174	697	0	0	6	0	1	180	519	3630	1572	197	1	300	3981	1273	2	239	1716	2036	1	4	5	7143	2	2	458	2159	2848	2	4	0	5678	1187	3	0	2524	99	245	0	1	0	118	101	157	1541	3062	80
1110110111000	0	832	2520	2403	839	1588	2517	446	6	3637	294	0	735	3189	978	717	1958	1012	507	0	924	725	277	0	3738	196	3	0	0	1	5	0	984	1836	626	2	0	90	3613	1874	0	504	3556	908	0	1311	1627	3	1991	4279	1804	4	4208	818	2	533	5363	1	13	0	4494	0	1	0	1	0	160	2	3	1112	3079	41
1110110111001	0	2	1940	1418	0	304	1325	346	0	85	1060	4	1	2278	1268	339	799	605	3	1	573	262	191	0	1741	302	0	0	89	1	3	91	131	425	558	0	0	154	1382	1396	0	0	1699	626	0	1177	433	2	0	2	14	1	2720	3	3	0	2375	344	2	0	2587	3	311	0	0	0	17	0	3	447	1644	49
1110110111010	0	0	0	401	0	0	531	0	0	0	27	0	1	0	0	0	1	0	0	0	288	156	0	0	211	0	0	0	0	0	0	0	0	80	319	0	0	0	143	62	0	2	0	5	0	1	1	0	0	2	139	0	1194	0	0	0	595	0	7	0	581	0	0	0	0	0	0	0	0	0	224	0
1110110111011	0	300	898	1353	0	362	991	1	1	1180	289	272	2	874	307	2	668	1150	0	1	1337	287	329	0	2349	3	4	0	88	0	0	0	1	507	448	0	0	4	834	764	0	0	932	223	0	1144	950	0	0	1696	180	0	1521	1	1	1	2138	0	2	0	2442	302	0	0	0	1	0	0	0	439	711	27
1110110111100	3	426	1621	3733	0	253	993	3937	8	967	3983	1417	652	1032	2349	1051	1515	2671	2	0	3290	2653	289	0	5995	255	0	0	1	0	1	126	410	3584	1126	0	0	135	3407	2898	0	122	1020	2882	1	6	2343	3813	0	624	6309	1826	4399	222	5	0	5947	282	12	0	4620	16	264	0	0	1	84	1	152	1244	4380	41
1110110111101	1	190	744	1640	0	376	164	1676	1	1	661	301	4	0	1645	1121	621	1280	531	1	1582	810	0	0	2157	198	0	0	0	0	0	0	109	602	417	256	0	1	1025	2168	0	0	753	1503	0	1	701	3330	0	2	1198	693	1947	3	4	0	595	259	4	0	1436	1	0	0	0	0	32	1	0	573	1206	179
1110110111110	0	2	1560	1553	0	392	120	2622	4	2	1475	971	5	528	634	921	599	1961	827	0	1182	2	0	0	3895	145	0	0	0	0	0	0	406	1302	431	0	0	1	1755	1438	0	1	449	1718	0	4	1945	1140	1	2	1544	3	1705	8	0	0	1956	699	0	0	2175	1	0	0	1	0	1	114	1	417	1816	26
1110110111111	0	182	489	2513	0	1	168	1381	1	2	1477	561	0	659	1511	116	576	1534	410	0	619	263	0	0	2631	595	105	0	0	0	14	11	454	1982	319	1	0	0	1087	1746	0	117	759	1753	0	1	704	2034	0	2	258	710	2478	386	0	0	4749	271	0	0	2118	5	1	0	0	0	25	0	126	462	1693	116
1110111000000	0	0	248	143	0	0	0	1079	0	0	0	0	0	0	0	182	0	0	0	0	595	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	1	0	0	2	0	0	0	115	206	0	0	0	1	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	129	62	0
1110111000001	0	267	0	237	0	1	1	582	1	0	0	0	1	0	2	1494	0	394	219	0	0	0	0	0	232	216	46	0	0	0	1	0	0	448	607	2	0	0	129	706	0	0	241	502	0	1	193	19	0	260	0	688	65	1	1	0	724	171	0	0	402	0	0	0	0	0	0	0	1	117	325	75
1110111000010	0	181	1139	799	2	2	371	1784	0	259	2	745	1	0	225	366	2	1034	536	0	372	739	0	0	329	359	0	0	0	0	0	0	135	588	358	0	0	1	1110	784	0	0	261	522	0	2	133	1608	0	0	433	2204	411	548	0	1	1027	0	233	0	1604	0	0	0	0	144	0	0	1	622	759	0
1110111000011	0	0	637	220	0	0	1	1211	0	0	1	344	0	0	219	878	0	399	383	0	398	698	1	0	1148	1	0	0	0	0	0	0	0	334	222	0	0	1	389	391	0	170	47	507	0	0	87	1256	0	0	2	1181	327	306	0	0	583	154	0	0	1043	0	0	0	1	0	0	0	1	0	557	0
1110111000100	2	393	3075	3434	1	301	853	4889	18	106	388	7527	8	5	112	2968	12	8	1819	3	2080	1782	0	0	5922	1220	4	0	142	335	2	212	806	3068	692	7	0	435	5623	2218	1	3	3525	3105	0	3	631	11231	1	4	277	8489	985	5	2474	0	6927	1333	11	0	7507	554	1	0	0	1	220	1	11	2302	3647	0
1110111000101	1	711	914	691	3	4	269	1499	0	255	21	690	3	0	0	1534	0	9	347	0	0	345	0	0	589	148	0	0	0	0	0	0	2	892	299	0	0	151	515	745	0	0	600	992	0	1	1	1587	0	0	0	712	198	3	5	0	513	0	0	0	1191	0	0	0	0	0	0	0	34	1038	1097	0
1110111000110	334	1308	8939	12952	3	780	4292	21595	514	11	1309	12912	30	10	842	13611	237	30	6629	205	3163	5853	312	0	12283	2593	18	0	5	163	0	418	3217	9486	3597	0	5	11	12111	6285	0	124	6537	7180	0	24	1137	20518	2	3	323	19443	1751	223	4038	257	11967	545	295	0	17856	1170	1001	0	1	170	326	1	203	5684	10850	237
1110111000111	0	91	1374	3050	0	545	473	3148	2	1	264	2332	2	0	3	728	3	848	1277	328	145	1211	328	0	2422	359	2	0	0	0	0	120	29	1299	136	0	0	1	1579	197	0	13	950	922	1	2	214	2414	4	1	24	2382	220	7	341	0	468	378	1	0	1506	165	2	0	2	0	0	0	6	593	771	0
1110111001000	0	360	1	2051	0	133	131	1782	1	283	415	703	1	1	413	1788	155	768	576	0	1354	515	1	0	1211	0	1	0	0	0	0	0	106	2439	342	0	0	3	1139	497	1	1	676	1486	0	0	538	3186	0	1	498	2	640	466	1	0	876	670	4	0	1360	183	0	0	0	0	0	93	29	591	1306	0
1110111001001	0	0	1342	3425	0	0	435	2733	3	2	793	803	1	0	1513	1581	235	122	672	1	1227	385	0	0	3604	36	1	0	274	0	2	127	37	1497	858	0	0	0	1828	770	0	2	846	601	1	4	336	2661	2	0	1101	316	595	1	0	0	1730	285	0	0	2837	186	0	0	1	0	26	29	100	588	1852	1
1110111001010	1	1	731	1468	0	0	369	2314	6	0	1032	436	3	472	379	746	45	795	0	0	227	704	0	0	571	142	251	0	1	1	0	15	615	1084	269	1	0	1	603	771	0	0	837	767	0	3	1	2705	0	0	456	2385	95	813	0	0	1719	0	0	0	1012	1	0	0	0	1	0	0	14	358	788	150
1110111001011	0	573	336	2408	0	624	367	2679	8	4	178	2637	1	0	586	975	181	687	259	2	918	254	3	0	1727	203	3	0	0	0	0	0	262	851	843	3	1	1	1268	892	0	0	482	1334	0	21	2	3394	0	0	29	595	483	0	0	1	2326	0	10	0	3753	309	0	0	0	0	29	79	114	508	1359	40
1110111001100	3	352	2036	1155	0	99	219	4893	11	279	310	2562	9	2	4	2663	211	1	613	1	1220	1118	0	0	3871	552	0	0	0	0	196	363	1272	1738	282	1	0	1	2859	1739	0	2	768	992	1	5	741	4082	1	0	3	3165	603	3	1481	0	4081	341	673	0	2750	0	568	0	2	80	122	1	8	1809	669	38
1110111001101	2	3	959	3048	0	2	513	2488	0	0	0	2007	1	0	5	1757	4	1	742	1	964	729	0	0	2190	1	2	0	0	0	327	116	92	1480	649	0	0	187	1150	1071	0	1	2235	2020	0	465	174	1702	3	3	6	2520	167	3	449	0	2491	1	1	0	2217	0	0	0	1	0	37	0	5	557	1396	0
1110111001110	0	346	1224	3099	0	771	839	3110	6	267	761	1734	3	6	192	2724	9	10	2006	317	779	1454	0	0	3271	536	7	0	0	0	4	0	792	1438	1902	2	0	206	1738	2947	0	452	1824	988	0	53	392	6140	0	2	45	1444	370	1151	956	0	3215	372	11	0	3756	353	1	0	0	1	47	1	88	991	2297	69
1110111001111	0	0	479	1764	0	105	358	1609	1	2	342	409	0	0	132	994	1	3	824	1	1178	369	1	0	2878	283	1	0	1	1	0	0	1	755	582	0	1	0	330	422	0	0	286	209	0	1	3	1760	0	0	526	1792	89	435	2	0	912	277	7	0	1377	1	0	0	0	0	100	0	0	264	418	0
1110111010000	0	1	511	1441	0	0	199	509	1	0	246	214	2	0	682	0	794	443	0	0	528	380	0	0	1843	68	1	0	1	0	1	118	250	1116	190	0	0	0	780	824	0	5	1271	1246	0	2	807	3530	2	0	882	722	865	0	0	0	1837	1	0	0	2642	94	0	0	179	0	0	29	0	251	1093	0
1110111010001	0	2	801	1822	0	0	359	706	0	202	11	369	2	392	742	988	162	965	0	1	1087	455	2	0	1925	236	0	0	0	0	0	0	120	717	184	0	0	1	1081	375	0	0	107	184	0	0	187	1685	0	1	0	1458	241	568	0	0	1048	231	1	0	969	0	0	0	0	0	13	0	0	194	578	0
1110111010010	0	1	452	873	0	0	0	0	0	0	0	340	0	2	3	369	300	0	61	1	0	239	0	0	333	0	0	0	0	0	0	0	210	566	0	0	0	0	489	142	0	0	143	0	0	1	0	1104	0	1	0	0	48	343	0	0	381	0	0	0	256	99	0	0	0	1	0	0	0	210	500	1
1110111010011	0	4	1212	4512	0	571	392	1945	3	1	555	2352	4	0	272	1001	118	1235	665	1	682	741	0	0	2755	865	3	0	0	0	4	1	196	1589	890	0	0	4	819	1295	0	0	1601	2338	0	159	170	2601	1	3	295	1644	550	1049	139	1	3076	1118	0	0	2133	287	0	0	0	0	0	210	2	809	2211	7
1110111010100	0	382	274	1599	0	538	263	2573	0	1	0	339	0	1	0	1381	1	382	450	0	517	816	0	0	2364	1	754	0	0	0	0	1	1013	780	1	0	0	3	712	512	0	2	1132	1062	0	4	330	1661	0	1	304	0	4	1539	558	0	698	0	0	0	1544	13	1	0	0	0	1	97	0	701	646	0
1110111010101	2	211	4356	5830	2	265	566	6767	11	1145	189	2464	7	3	501	2457	286	382	1690	2	2196	1684	160	0	5556	585	4	0	78	0	1	92	784	4548	2104	478	0	9	4464	3954	1	1	2609	4853	0	6	1154	9080	1	370	160	1547	471	1316	1400	0	3701	282	10	0	7337	1180	246	0	0	1	242	74	228	1568	4147	132
1110111010110	1	3	143	701	0	641	0	2267	6	0	1	676	3	2	6	594	1	2	374	1	105	474	1	0	345	1	4	0	0	0	2	105	8	1125	281	0	0	19	1271	383	0	1	1172	797	0	1	0	1945	1	1	24	743	49	1241	620	0	1204	224	1	0	923	0	0	0	0	0	19	0	33	243	808	0
1110111010111	1	3	1505	2121	1	4	83	4100	6	228	489	2505	4	2	3	1285	2	522	1385	1	1417	837	1	0	1624	825	2	0	1	0	0	275	199	679	829	0	0	165	1261	1050	0	0	1108	1557	0	3	151	4388	1	1	3	4718	103	279	166	1	2172	1	7	0	989	0	380	0	0	0	43	0	12	454	1837	0
1110111011000	4	278	1184	3649	2	392	1031	4951	3	1753	1635	1073	7	398	2180	901	1197	1935	223	0	1474	1459	616	0	3444	1576	1	0	0	1	1	107	552	2075	2016	1	0	4	2619	2858	0	0	1473	3295	0	4	2444	2459	3	86	3112	1754	4753	553	1	1	4702	466	15	0	5278	92	206	0	1	0	36	0	9	576	3205	0
1110111011001	2	271	2366	3278	0	0	1255	5036	0	255	1419	1954	7	792	2495	916	1058	1621	167	2	794	624	3	0	3137	434	0	0	1	1	207	73	589	3731	912	0	0	1	1718	1392	0	267	970	2762	0	1	2045	3084	2	4	2272	3	2130	281	2	0	2781	695	250	0	5060	83	226	0	2	0	23	126	108	727	3959	80
